kind	key	label	description
metric	DAILY_AWAKE_DURATION_PERCENTAGE	清醒比例	清醒状态占总睡眠的比例
metric	SLEEP_END_TIME	结束睡眠	睡眠结束的时间戳
metric	SLEEP_START_TIME	开始睡眠时间	睡眠开始的时间戳
metric	SLEEP_REPORT_TIME	报告开始时间	睡眠报告开始的时间戳
metric	IN_BED_START_TIME	上床起始时间	上床时间
metric	END_SLEEP_REPORT_TIME_OFFSET	睡眠结束偏移	睡眠结束时间相对于报告开始的偏移
metric	START_SLEEP_REPORT_TIME_OFFSET	睡眠开始偏移	睡眠开始时间相对于报告开始的偏移
metric	DAILY_IN_BED_DURATION	在床时间	在床的总时长
metric	HEALTH_CORONARY_HEART_DISEASE	冠心病	用户是否患有冠心病
metric	HEALTH_HYPERTENSION	高血压	用户是否患有高血压
metric	HEALTH_DIABETES_MELLITUS	糖尿病	用户是否患有糖尿病
metric	HEALTH_DISEASE_COUNT	疾病数量	用户患有疾病的数量
metric	HEALTH_HYPERTENSION_CONTROL	高血压管控	高血压的控制水平评估
metric	HEALTH_BLOOD_PRESSURE_REGULATION	血压调节机能	血压调节能力的评估
metric	HEALTH_CORONARY_DISEASE_CONTROL	冠心病管控	冠心病的控制水平评估
metric	HEALTH_CORONARY_ARTERY_FUNCTION	冠状动脉机能	冠状动脉功能的评估
metric	HEALTH_DIABETES_CONTROL	糖尿病管控	糖尿病的控制水平评估
metric	HEALTH_BLOOD_SUGAR_BALANCE	血糖平衡机能	血糖调节能力的评估
metric	HEALTH_CHRONIC_DISEASE_INDEX	慢病防控指数	慢性病防控能力的评估
metric	HEALTH_INFECTION_RISK	感染风险	睡眠过程中感染风险评估
metric	HEALTH_IMMUNE_BALANCE	免疫平衡	免疫系统的平衡程度
metric	DAILY_SLEEP_ANXIETY_LEVEL	焦虑水平	睡眠过程中的焦虑程度评估
metric	DAILY_SLEEP_EMOTIONAL_STRESS	情绪应激	睡眠过程中情绪应激水平
metric	MENTAL_EMOTIONAL_STATE	情绪心理	情绪和心理状态的评估
metric	MENTAL_STRESS_RESISTANCE	抗压能力	用户的抗压能力评估
metric	HEALTH_OVERALL_SCORE	健康值	整体健康状况的评估值
metric	SLEEP_OVERALL_SCORE	睡眠值	整体睡眠质量的评估值
metric	FEMALE_CHARM_SCORE	魅力值	女性用户报告总评分
metric	FEMALE_MOISTURE_INDEX	水润指数	女性用户水润指数
metric	FEMALE_WEIGHT_GAIN_INDEX	易胖指数	女性用户易胖指数
metric	FEMALE_MENSTRUAL_CYCLE_PHASE	当前月经周期	1月经期、2卵泡期、3排卵期、4黄体期
metric	FEMALE_IS_PREDICTED_OVULATION_DAY	是否为预测排卵日	是否为预测排卵日
metric	REPRODUCTIVE_BASAL_BODY_TEMPERATURE	基础体温	基础体温
metric	REPRODUCTIVE_CERVICAL_MUCUS_QUALITY	宫颈粘液质量	1=dry, 2=sticky, 3=creamy, 4=water, 5=eggWhite
metric	REPRODUCTIVE_CONTRACEPTIVE	避孕方式	1=unspecified, 2=implant, 3=injection, 4=intrauterineDevice, 5=intravaginalRing, 6=oral, 7=patch
metric	REPRODUCTIVE_INFREQUENT_MENSTRUAL_CYCLES	月经稀发	月经稀发
metric	REPRODUCTIVE_INTERMENTSTRUAL_BLEEDING	月经间出血	月经间出血, 0=有
metric	REPRODUCTIVE_IRREGULAR_MENSTRUAL_CYCLES	月经不规律	月经不规律
metric	REPRODUCTIVE_LACTATION	哺乳	哺乳, 0=有
metric	REPRODUCTIVE_MENSTRUATION_FLOW	月经流量	月经流量, 1=unspecified, 2=light, 3=medium, 4=heavy, 5=none
metric	REPRODUCTIVE_OVULATION_TEST_RESULT	排卵试纸结果	排卵试纸结果, 1=negative, 2=positive, 3=indeterminate, 4=estrogenSurge
metric	REPRODUCTIVE_PERSISTENT_INTERMENSTRUCAL_BLEEDING	持续月经间出血	持续月经间出血
metric	REPRODUCTIVE_PREGNANCY	怀孕	怀孕, 0=有
metric	REPRODUCTIVE_PREGNANCY_TEST_RESULT	怀孕试纸结果	怀孕试纸结果, 1=negative, 2=positive, 3=indeterminate
metric	REPRODUCTIVE_PROGESTERONE_TEST_RESULT	孕酮试纸结果	孕酮试纸结果, 1=negative, 2=positive, 3=indeterminate
metric	REPRODUCTIVE_PROLONGED_MENSTRUAL_PERIODS	月经周期延长	月经周期延长
metric	REPRODUCTIVE_SEXUAL_ACTIVITY	性活动	性活动
metric	SEDENTARY_TIME	久坐时间	一天中的久坐时间
metric	RESTING_TIME	休息时间	一天中的休息时间
metric	DAILY_ACTIVITY_SCORE	每日活动评分	每日活动综合评分
category	VITAL_SIGNS	生命体征	
category	BODY_COMPOSITION	身体成分	
category	ACTIVITY	活动指标	
category	METABOLIC	代谢指标	
category	SLEEP	睡眠指标	
category	PERFORMANCE	运动表现	
category	MEDICAL	医疗指标	
category	DEVICE_SPECIFIC	设备特定	
category	NUTRITION	营养摄入	
category	LIFESTYLE	生活方式	
category	HEALTH	健康指标	
category	MENTAL	心理健康	
category	REPRODUCTIVE	生殖健康	
metric	BODY_FAT_MASS	体脂量	生物电阻抗测得的脂肪绝对质量
metric	BODY_MUSCLE_MASS	肌肉量	肌肉绝对质量
metric	BODY_SKELETAL_MUSCLE_MASS	骨骼肌量	骨骼肌质量
metric	BODY_VISCERAL_FAT_LEVEL	内脏脂肪等级	设备给出的内脏脂肪等级
metric	BODY_WATER_MASS	体水分量	体内水分绝对质量
