# Offline-resolver overrides:  <term as printed>  TAB  <target the index resolves>
#
# WHY THIS FILE EXISTS, and why it is not aliases_src/{lang}_curated.tsv
# ---------------------------------------------------------------------
# Those files are inputs to the BUNDLE BUILD (indicator/fhir/embeddings/
# lexicon.py). Their right-hand side is a descriptive English phrase —
# "Total cholesterol TC", "Leukocyte count WBC" — which is exactly the shape
# the alias-index build wants.
#
# This file serves the OFFLINE RESOLVER at runtime, where the right-hand side
# has a different job: it must itself be a key the finished alias index can
# look up. "Total cholesterol TC" is a fine build input and a dead end at
# lookup time. Rewriting the build inputs to suit the resolver would have
# quietly degraded the semantic pipeline, so the two concerns get two files.
#
# Every row here was a documented failure in test_engine_coverage.py. Two
# kinds of failure appear, and the second is the dangerous one:
#
#   MISS  — "LDL cholesterol" resolved to nothing. The index is built from
#           LOINC long common names, so it knows the formal name and the lab
#           short code (LDL-C) but not the phrase humans write. Plain English
#           was, counter-intuitively, the worst-covered language.
#
#   WRONG — "血红蛋白" resolved to Hemoglobin A1c: a different test, returned
#           with full confidence. It matches 301 index rows and the commonness
#           prior likes HbA1c best. A resolution-rate metric scores this as a
#           success; a patient reading the report would not.
#
# CONTRIBUTING: this is the lowest-barrier useful PR in the repo. Find a term
# that resolves wrong or not at all, add one row here plus one case in
# mirobody/test_engine_coverage.py, and raise COVERAGE_FLOOR. Any language.
# Targets are validated by the test suite, so a typo'd target fails CI rather
# than shipping.

# ══ English ═══════════════════════════════════════════════════════════════
# ── lipid panel ──────────────────────────────────────────────────────────
ヘマトクリット	HCT Fr Sg Auto
# 日本語 was the weakest language in the 154-term hunt (13 of 20 missed): the
# katakana forms and the short kanji names a 健康診断 prints are absent from the
# machine-derived ja.tsv, which carries LOINC's formal translations.
白血球	WBC # Bld
白血球数	WBC # Bld
赤血球	RBC # Bld
赤血球数	RBC # Bld
血小板	Platelet count
総蛋白	Protein
アルブミン	Albumin
尿素窒素	Urea nitrogen
ナトリウム	Sodium
カリウム	Potassium
カルシウム	Calcium
クロール	Chloride
マグネシウム	Magnesium
糖化ヘモグロビン	HbA1c
ヘモグロビンA1c	HbA1c
コレステロール	Cholesterol
尿蛋白	Prot Ur Ql
尿糖	Glucose Ur-mCnc
収縮期血圧	Systolic blood pressure
拡張期血圧	Diastolic blood pressure
# NOTE: 血圧 / "blood pressure" on its own is deliberately absent. It names a
# panel, not one observation, and the index answers it with the diastolic code
# — a confident wrong answer. An honest `unresolved` is the better output.

# ══ Deliberate non-answers ════════════════════════════════════════════════
# Target `!unresolved` means: never answer this term. These name a PANEL or a
# category, not one observation, so any single code is a wrong answer. Measured
# before blocking: "blood pressure" matched 183 index rows and the commonness
# prior returned 8462-4 — the DIASTOLIC code — so a systolic reading filed
# under it lands in the wrong series. Callers must ask which measurement is
# meant. (Terms that legitimately map to a panel/set code are NOT listed here:
# 血压 → 18684-1 "Blood pressure Set" is a panel code for a panel term.)
blood pressure	!unresolved
BP	!unresolved
lipid panel	!unresolved
血脂	!unresolved

# Specimen-prefixed Chinese, which is how a real report prints them. The index
# carries the bare noun (肌酐, 尿酸, 总胆固醇) because that is the alias shape
# the lexicon was built from; a printed 中文 panel writes 血清肌酐 / 尿白细胞.
# Two of these did not merely miss — they resolved CONFIDENTLY WRONG, which is
# the failure mode this project scores as worse than silence:
#   血清肌酐  -> 44760-7 MELD score          (its long name contains "serum creatinine")
#   血清白蛋白 -> chicken serum albumin nGal d 5  (an allergen panel entry)
# Found by resolving the terms printed in mirobody/test_engine_coverage.py's
# newest cases, which were lifted verbatim off a 2025 physical report.
血清肌酐	Creatinine
血清尿酸	Urate
血清总胆固醇	Cholesterol
血清甘油三酯	Triglyceride
血清葡萄糖	Glucose
全血葡萄糖	Glucose
血清白蛋白	Albumin
血清钾	Potassium
血清钠	Sodium
血清谷丙转氨酶	Alanine aminotransferase
血清谷草转氨酶	Aspartate aminotransferase
血清总胆红素	Bilirubin
尿白细胞	Leukocyte esterase
尿比重	Specific gravity of Urine
# CBC full names as a 中文 report prints them; the ABBREVIATION already
# resolved (MCV -> 30428-7), the spelled-out Chinese did not. Same shape as the
# 血清 rows above, found in the same 9-page scanned report.
平均红细胞体积	MCV
平均血红蛋白含量	MCH
平均血红蛋白浓度	MCHC
超敏C反应蛋白	hs-CRP

# ══ device & wearable indicators ═══════════════════════════════════════════
# Fourth sweep, prompted by the platform API docs: `POST /v1/data` says device
# and wearable data is the MAIN form structured records take, and every example
# in it names indicators the way a device SDK does — `steps`,
# `resting_heart_rate`, `sleep_duration`. The lab panels above were covered;
# this vocabulary was not. Underscore flattening (engine.py `_candidate_keys`)
# handles the snake_case shape, so these rows only need the human wording.
# Two were WRONG rather than missing:
#   SpO2  -> a Deprecated "Fractional oxyhemoglobin ... Preductal" row with no
#            LOINC at all — resolved=True carrying an empty code.
#   HRV   -> 40991-2 Rhinovirus+Enterovirus RNA. NOT fixed here: HRV is a real
#            abbreviation for human rhinovirus as well as heart rate
#            variability, so the right answer is a decision, not a lookup. The
#            spelled-out form already resolves (76643-6).
resting heart rate	heart rate resting
静息心率	heart rate resting
安静時心拍数	heart rate resting
心率变异性	heart rate variability
steps	Number of steps
step count	Number of steps
daily steps	Number of steps
睡眠时长	sleep duration
睡眠時間	sleep duration
body fat percentage	Percentage of body fat Measured
体脂率	Percentage of body fat Measured
SpO2	oxygen saturation
血氧	oxygen saturation
# Fasting glucose as an API caller and a 中文 report write it. The spaced
# English forms were already covered; these spellings were not.
FBG	Glucose
FPG	Glucose
glucose, fasting	Glucose
血糖(空腹)	Glucose

# ══ lab-report abbreviations ══════════════════════════════════════════════
# The short codes a CBC / 生化 printout puts in its own column. They were the
# worst-covered surface in the resolver, and two of them were WRONG rather than
# missing — the same near-miss class as 血红蛋白 -> HbA1c, just wearing the
# abbreviation instead of the word:
#
#   HGB -> 4548-4  Hemoglobin A1c        (a diabetes marker for a CBC line)
#   HCT -> 1992-7  Calcitonin            (a thyroid hormone for hematocrit)
#
# Targets are the phrasings the index actually keys on; each row was checked
# with `mirobody resolve` before being written down.
HGB	Hemoglobin
Hb	Hemoglobin
HCT	HCT Fr Sg Auto
PCV	HCT Fr Sg Auto
PLT	Platelet count PLT
RBC	RBC # Bld
WBC	WBC # Bld
TC	Cholesterol
TG	Triglyceride
GLU	Glucose
Cr	Creatinine
CREA	Creatinine
UA	Urate
TP	Protein
CK	Creatine kinase
# Ambiguous abbreviations are refused, not guessed. Each of these is a real
# short code for more than one test, and the index answers whichever the
# commonness prior likes — which is how HGB became HbA1c above.
#   CA  = 钙 (calcium) or 癌抗原 (cancer antigen, CA-125/CA19-9)
#   PT  = 凝血酶原时间 (prothrombin time) or 前列腺素 or 甲状旁腺
#   MG  = 镁 (magnesium) or the unit mg
# Not blocked, deliberately: `Cr` and `CR` casefold to the SAME key, so a
# block row here would shadow `Cr -> Creatinine` (or be shadowed by it,
# depending on read order). Creatinine on a 生化 panel is far commoner than
# chromium, so the useful answer wins and the ambiguity is recorded here.
CA	!unresolved
PT	!unresolved
MG	!unresolved
